Name,Type,DmgType,Power,Damage1,Damage2,Accuracy1,Accuracy2,Target,Effect,Description
Feint,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,Priority 2. This Move ignores any Shielding Move.,The Pokemon feints a strike then hits for real even if the foe attempts to protect itself.
Flail,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,Add 1 Dice to the Damage Roll for every missing HP the user has. Up to +5 Dice may be added this way.,The User flails and struggles to survive. The more weakened it is the stronger this attack will be.
Flash,normal,Support,0,,,Special,Channel,Foe,Reduce 1 success from all the foe's Accuracy rolls.,"The user suddenly emits a blinding light around its body, dazing its opponent in the process."
Focus Energy,normal,Support,0,,,Insight,Channel,User,All of the user's damage moves now have High Critical. This effect lasts until end of scene or the user is removed from battle.,The Pokemon's energy is raised to make all strikes much more precise.
Follow Me,normal,Support,0,,,Cool,Perform,User,Foes will target the user this Round. Priority 5.,The Pokemon will draw everyone's attention. All foes are taunted to do their worst.
Foresight,normal,Support,0,,,Insight,Alert,Foe,The Foe cannot evade moves performed by the user. User's Normal and Fighting Moves can affect Ghost Types and Ghost Moves can affect Normal Types.,The Pokemon uses its developed senses and mental ability to foresee the immediate future.
Frustration,normal,Physical,0,Strength,Missing happiness,Dexterity,BRAWL,Foe,Add +1 Dice to the Damage Roll for every missing point of Happiness on the User.,A move that relies on how badly a Pokemon has been treated to make it vicious and uncaring.
Fury Attack,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,Successive Actions. -1 Accuracy.,The Pokemon goes at it with everything its got in a rather disordered way.
Fury Swipes,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,Successive Actions. -1 Accuracy.,The user swiftly uses its claws to strike the foe multiple times.
Giga Impact,normal,Physical,6,Strength,,Strength,Brawl,Foe,Must Recharge. Lethal. -1 Accuracy.,The Pokemon strikes with a brutal force using all its body. The impact leaves the user somewhat stunned.
Glare,normal,Support,0,,,Tough,Intimidate,Foe,Paralyze the foe. -1 Accuracy.,The Pokemon uses its intimidating glare to paralyze the foe with sheer terror.
Growl,normal,Support,0,,,Tough/cute,PERFORM,All Foes,"Reduce the foe's Strength. Sound Based. ""Growl (Cute/Tough)"", the user should use the one with highest stat (tough / cute)","Either by a menacing attitude or cute demeanor, the foe will be unsure about attacking the user with full force."
Growl (Cute),normal,Support,0,,,Cute,Perform,All Foes,"Reduce the foe's Strength. Sound Based. Same move as ""Growl (Tough)"", the user should use the one with highest stat (tough / cute)","The user shows its cute demeanor, making the foe unsure about attacking the user with full force."
Growl (Tough),normal,Support,0,,,Tough,Perform,All Foes,"Reduce the foe's Strength. Sound Based. Same move as ""Growl (Cute)"", the user should use the one with highest stat (tough / cute)","The user exhibits a menacing attitude, making the foe unsure about attacking the user with full force."
Growth,normal,Support,0,,,Special,Nature,User,Increase the User's Strength and Special.,The Pokemon expands its body. It grows bigger and stronger.
Guillotine,normal,Physical,0,,,Dexterity,Brawl,Foe,The target is dealt damage equal to its remaining HP plus 1 Lethal. -5 Accuracy.,The Pokemon uses the sharpest part of its body to almost snap the neck of its foe. It is a devastating attack. The foe must be lucky to get out of it alive.
Harden,normal,Support,0,,,Vitality,Nature,User,Increase the User's Defense.,The user stiffins its body and prepares for any incoming attack.
Head Charge,normal,Physical,5,Strength,,Strength,Brawl,Foe,Recoil.,The Pokemon clashes against the foe using its head aas a boulder.
Headbutt,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Flinch. May call Random Encounters when hitting trees.,The user strikes the foe with its hard head. Perfect for taking down fruits from trees or shake Pokemon out of their nests on treetops.
Heal Bell,normal,Support,0,,,Special,Perform,User and Allies,Cure the User and allies suffering from Status Conditions. They don't need to be on the battlefield to get this effect. Sound Based.,The Pokemon chimes a magical bell. Legend says the soothing sound has healing properties.
Helping Hand,normal,Support,0,,,Dexterity,Perform,One Ally,"Target Pokemon gets 2 Extra Dice on its next Skill, Accuracy and Damage Rolls. Priority 5.",The Pokemon assists an ally. Together they are stronger.
Hidden Power,normal,Special,0,,,,,Foe,Storyteller decides power and type,Every Pokemon has an unknown power that can be released with surprising results.
Horn Attack,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,-,The Pokemon attacks the foe with its horns. This strike is very painful.
Horn Drill,normal,Physical,0,,,Dexterity,Brawl,Foe,The target is dealt damage equal to its remaining HP plus 1 Lethal. -5 Accuracy.,The user stabs the target with a horn used like a drill. The foe is often left in a critical condition. A move to be wary of.
Howl,normal,Support,0,,,Cool,Intimidate,User,Increase the User's Strength.,"The Pokemon lets out an impressive howl, making it appear a lot more menacing."
Hyper Beam,normal,Special,6,Special,,Special,Channel,Foe,Must Recharge. Lethal. -1 Accuracy.,The Pokemon casts an incredible beam that leaves a giant trail of destruction behind. The user is left exhausted.
Hyper Fang,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 1 Chance Dice to Flinch.,The Pokemon bites hard into the foe with its powerful fangs.
Hyper Voice,normal,Special,3,Special,,Dexterity,Channel,All Foes,Sound Based.,The user emits a horrible echoing sound that could burst the ears.
Judgment,normal,Special,0,Special,,Insight,Intimidate,Foe,"Ignore Defenses. This Move is considered to be any Type the user wants. If something would prevent this Move from dealing Damage, ignore it. This Move can't be Clashed. This Move's Power and extra Added Effects are decided by the Storyteller.","Eventually, everyone gets what they deserve."
Laser Focus,normal,Support,0,,,Insight,Alert,User,The next time the user lands a hit it will be treated as if it were a Critical Hit.,Through its incredible awareness the Pokemon finds a straight path into a weak point of the foe. The attack that follows is usually devastating.
Last Resort,normal,Physical,6,Strength,,Dexterity,Brawl,Foe,It can be used only after the Pokemon has performed all its known moves at least once during the battle.,"When everything else fails, the Pokemon gives everything in a last resort attack."
Leer,normal,Support,0,,,Tough,Intimidate,All Foes,Reduce the Defense of those affected.,A vicious glare that will make any opponent doubt its own strength in battle.
Lock-On,normal,Support,0,,,Insight,Alert,User,The next attack the user performs has 2 automatic unremovable successes on its Accuracy Roll.,The Pokemon's eyes zoom at a moving target to ensure that the next attack will be dealt with precision.
Lovely Kiss,normal,Support,0,,,Missing beauty,ALLURE,Foe,Put the Target to Sleep.,The Pokemon approaches the foe with a kiss. Its ugly face and awful smooch make the poor creature faint in terror.
Lucky Chant,normal,Support,0,,,Special,Perform,User and Allies,User and Allies in range can re-roll one un-successful die from all their rolls until the end of the scene. If an opponent would land a Critical Hit it doesn't. Outside of battle good things happen at the story tellers discretion.,The user chants an incantation to the skies. The beautiful performance grants this Pokemon and its allies divine protection.
Me First,normal,Support,0,,,Dexterity,Brawl,Foe,Priority 1. The User copies and uses the Move the target was intending to use. It must be a damaging Move.,The user anticipates the next attack so it can hit the target with an astounding speed.
Mean Look,normal,Support,0,,,Tough,Intimidate,Foe,Blocks.,The Pokemon gives a menacing look that freezes the foe on the spot with intense fear.
Mega Kick,normal,Physical,5,Strength,,Dexterity,Brawl,Foe,-2 Accuracy.,The Pokemon throws a mega powered kick to the foe's face.
Mega Punch,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,-1 Accuracy.,The Pokemon throws a mega potent hook towards the foe's face.
Metronome,normal,Special,0,Special,,Dexterity,Perform,Foe,Roll a dice to determine this move's power. The appearance and Type of this move are decided by the Storyteller.,The Pokemon waves its hands with rhythm. The energy around follows the cadence and manifests with an impressive attack.
Milk Drink,normal,Support,0,,,Vitality,Nature,User,"Basic Heal. If successful, spend 1 Will point to activate.",The Pokemon drinks a glass of its own milk. The rich taste and nutrients revitalize it.
Mimic,normal,Support,0,,,Clever,Perform,Foe,Copies the last move the target used until the end of the scene. That move replaces Mimic.,"Making use of its acting talents, the Pokemon imitates what the target just did."
Mind Reader,normal,Support,0,,,Insight,Channel,Foe,This Pokemon gets 2 automatic successes on the next Accuracy Roll or Evasion Roll against the target.,The user reads the foe's mind. It knows exactly what to do next.
Minimize,normal,Support,0,,,Special,Channel,User,The User can now make up to 5 Evasions per Round.,"The Pokemon compacts its body, appearing smaller than its normal size."
Morning Sun,normal,Support,0,,,Vitality,Nature,User,Basic Heal. If successful spend 1 Will point to activate. Complete Heal during Sunny Weather. If Rain/Sandstorm Weather is in effect or it's night or you are indoors/underground this move only heals 1 HP.,The sun shines brightly on the Pokemon and makes it feel rejuvenated like early in the morning.
Multi-Attack,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,This Move's type will always match the User's first Type.,"A weird-looking Pokemon charged against its foes, the same attack releases different kinds of energy depending on the disk it was holding."
Natural Gift,normal,Physical,3,Strength,,Dexterity,Channel,Foe,User loses its held berry. Ranged. See Natural Gift on p.432 for more info.,The user throws its berry at the foe. The results can be quite surprising.
Nature Power,normal,Special,3,Special,,Special,Nature,Foe,The type of this move is determined by the environment. See Nature Power p.432 for more info.,The Pokemon makes use of the terrain and asks the nature for aid in battle.
Noble Roar,normal,Support,0,,,Tough,Intimidate,Foe,Reduce the foe's Strength and Special.,The Pokemon makes a roar that commands respect and authority over anyone listening.
Odor Sleuth,normal,Support,0,,,Insight,Alert,Foe,The Foe can not Evade moves performed by the User. User's Normal and Fighting Moves can affect Ghost Types and Ghost Moves can affect Normal Types. Add all Successes from this Move to any Rolls to Track the target.,The Pokemon uses its keen smell to detect the foe.
Pain Split,normal,Support,0,,,Will,Channel,Foe,The user gives its Pain Penalizations to the foe. User ignores Pain Penalization effects on itself. For cannot ignore them with Will but it can still ignore its own Pain Penalizations. HP on both remains the same.,The user shares its pain with the foe. After a short while it becomes excruciating for the target.
Pay Day,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,Ranged. At the end of the battle give Money to the Trainer Equal to its Rank: Starter/Beginner - $20.00 Amateur - $50.00 Ace - $75.00 Pro - $100.00,"This move grants good fortune, making it more likely to get more money after each battle."
Perish Song,normal,Support,0,,,Beauty,Perform,Area,"After three rounds, if any Pokemon who heard the song is not removed from battle, it will receive its remaining HP as damage. Sound Based.",A song of mourning and despair that resonates on the minds of anyone who listens. Makes you feel like you are on your death bed.
Play Nice,normal,Support,0,,,Cute,Allure,Foe,Reduce the foe's Strength.,The user starts playing with the foe in a friendly way. This makes the foe reconsider its aggressive demeanor.
Pound,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,-,A decent hit to smash the foes.
Present,normal,Physical,0,,,Cute,Allure,Foe,Roll dice with a 50-50 chance of dealing 2 set damage to the target or recovering 2 HP to the target. -1 Accuracy.,The user approaches its foe and gives it a lovely present that may be nice or may be a prank.
Protect,normal,Support,0,,,Will,Channel,User,Priority 5. Shield. Reduce 3 Damage this pokemon would receive from a damaging move. Negate effects of Support Moves that target the user. Reduce to zero the set damage from a move the user would take.,The user creates an energy shield to deflect a blow. Some Pokemon may even perform an amazing parry to block the incoming attack.
Psych Up,normal,Support,0,,,Insight,Channel,Foe,Copy the Target's Attribute and Trait Modifiers and keep them until the end of the scene.,The Pokemon mentalizes itself stronger than anyone. They feel good. They can win. They. Can. Do. This.
Quick Attack,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,Priority 1. Double the Pokemon's movement speed.,An attack as fast as lightning.
Rage,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,If the Pokemon receives damage after using this move. Increase the User's Strength. This effect can stack up to 3 times.,"The user gets angry and throws a tantrum at the foe. If the attacker keeps on fighting, it will make the user rage even harder."
Rapid Spin,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,"Remove Entry Hazards (Spikes, Stealth Rock, etc.) and Leech Seed from the user's side of the field. Increase user's Dexterity.",The Pokemon spins swiftly to strike the foe. Anything near will be scattered around.
Razor Wind,normal,Special,3,Special,,Dexterity,Channel,All Foes,High Critical. Charge.,A sharp wind current is unleased against anyone standing against this Pokemon.
Recover,normal,Support,0,,,Special,Nature,User,"Basic Heal. If successful, spend 1 Will point to activate. May cure Lethal Damage.",The Pokemon concentrates on restoring its own cells faster than anything imaginable.
Recycle,normal,Support,0,,,Vitality,Nature,User,The Pokemon reuses an Item that has already been spent. (Berries etc.) An Item may not be recycled more than 5 times.,One Pokemon's trash is another one's treasure.
Reflect Type,normal,Support,0,,,Special,Channel,User,The Pokemon is now the same type of one of its foes. Lasts for a Scene or until this move is used again.,The Pokemon appears to change its own physiology. This effect changes the Type of the user to match another Pokemon in sight.
Refresh,normal,Support,0,,,Will,Channel,User,"The User cure itself from Poison, Burn, or Paralysis.",The Pokemon takes a few seconds to cool down and get back in the game.
Relic Song,normal,Special,2,Special,,Special,Perform,All Foes,"Sound Based. Roll 1 Die to put the foe to Sleep. If successful, the User may choose to change its form afterwards.",The user sings and dances to a melody so beautiful you won't notice you were crying while listening to it.
Retaliate,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,"If an ally fainted during this or the last Round, add 3 Extra Dice to the Damage Pool. This effect can only be used once per Ally.",A powerful attack. It will be even stronger if the user just suffered a great loss.
Return,normal,Physical,0,Strength,Happiness,Dexterity,Brawl,Foe,Add 1 Dice to the Damage Roll for every point of Happiness on the User.,"If the Pokemon is treated with care and love, it will return that affection by giving all it's got in battle."
Revelation Dance,normal,Special,3,Special,,Dexterity,Perform,Foe,This Move's type will always match the User's first Type.,The Pokemon performa a dance. The dance's energy influences the Type of this Move.
Roar,normal,Support,0,,,Tough,Intimidate,Foe,"Low Priority 6. In the wild the battle ends. In an official fight, the Pokemon switches out. If its the last or only Pokemon the move fails. Switcher Move.",A mighty roar that scares the foe.
Rock Climb,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 2 Chance Dice to Confuse the foe. Outside of battle it may be used to climb with ease. -2 Accuracy.,The user climbs on top of the foe. This may be confusing for some Pokemon.
Round,normal,Special,2,Special,,Special,Perform,Foe,"If the User and an Ally are able to use Round, then both may choose to do it at the same time. If they do, both Pokemon add 3 Dice to the Damage Roll.",The user attacks the foe with a song. If a teammate joins the song the attack will be stronger.
Safeguard,normal,Support,0,,,Special,Channel,User and Allies,"For the next 4 Rounds, the User and its Allies are immune to Status Ailments (Burn. Poison. Sleep. Confuse. Freeze. Paralysis). Lasts 4 Rounds. Previously inflicted Status Ailments remain.",The Pokemon creates an energy shield that protects everyone from harm.
Scary Face,normal,Support,0,,,Tough,Intimidate,Foe,Reduce the foe's Dexterity by 2.,"By making a frightening face, the Pokemon makes others think twice about coming near."
Scratch,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,-,The Pokemon uses its sharp claws to scratch the enemy.
Screech,normal,Support,0,,,Tough,Perform,Foe,Reduce the foe's Defense by 2. Sound Based.,The user disrupts the fighting stance of its foe by sending a sharp sound to the foe's ears.
Secret Power,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,Inflicts abnormal effects. See Secret Power p.432 for more info.,This move absorbs the energy around the user. It may unleash that power in unexpected ways.
Self Destruct,normal,Physical,8,Strength,,Strength,Brawl,Area,"After performing the move, the user receives damage equal to its remaining HP.",The Pokemon makes use of its ability to blow up parts of its own body in an impressive display of power.
Sharpen,normal,Support,0,,,Dexterity,Athletic,User,Increase the User's Strength.,The user cuts down the rough edges of its body to make it as sharp as a razor.
Shell Smash,normal,Support,0,,,Strength,Brawl,User,"Increase the User's Strength, Special, Dexterity by 2. Reduce the User's Defense and Special Defense by 2.","By breaking its own shell, the user sacrifices defense in exchange of being free to fight with all its power."
Simple Beam,normal,Support,0,,,Insight,Empathy,Foe,"Target Pokemon ability is now ""Simple"".","The Pokemon sends a small psychic wave to its target, giving it a simpler point of view about the world."
Sing,normal,Support,0,,,Cute,Perform,Foe,Inflict Sleep on the target. Sound Based. -3 Accuracy.,"With a charming song, the user lulls its foe to sleep."
Sketch,normal,Support,0,,,Dexterity,Perform,Foe,"Permanently copies a move the target used. Once Copied ""Sketch"" disappears.",The Pokemon draws its foe performing a move. It learns how to perform that move in the process.
Skull Bash,normal,Physical,5,Strength,,Strength,Brawl,Foe,Increase the User's Defense. Charge.,The Pokemon withdraws to its shell then charges against the foe.
Slack Off,normal,Support,0,,,Vitality,Nature,User,"Basic Heal. If successful, spend 1 Will point to activate.",The Pokemon gets lazy and loafs around instead of fighting. This makes up for a short rest.
Slam,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,-2 Accuracy.,"The user slams the foe with its tail, vines, etc. to deal a decent amount of damage."
Slash,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,High Critical. Lethal.,Using parts of its body as a blade the Pokemon pierces and tears the foe with a vicious force.
Sleep Talk,normal,Support,0,,,,,Random Foe,"While this Pokemon is asleep, it may use one of its Moves at random.","After falling asleep, the Pokemon is still dreaming about the fight."
Smelling Salts,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,"If the Target is Paralyzed, add 2 Extra Dice to the Damage pool of this Move. After dealing damage, cure the target's Paralysis.",The Pokemon throws some volatile salts onto the foe's face. A paralyzed Pokemon will get a strong smell.
Smokescreen,normal,Support,0,,,Special,Channel,Foe,Reduce the foe's Accuracy.,The user convers its foe with a cloud of smoke. Some Pokemon hide inside this screen while others use it as a cover to escape.
Snore,normal,Special,2,Special,,Special,Perform,Foe,This move can only be used if the user asleep. Roll 3 Chance Dice to Flinch the foe. Sound Based Move.,"After falling asleep the user lets out a powerful snore, disrupting any focus the foe had."
Soft Boiled,normal,Support,0,,,Insight,Nature,User,Basic Heal. If successful spend 1 Will point to activate.,The user boils a freshly layed egg and restores Health with the energy stored within.
Sonic Boom,normal,Special,0,,,Dexterity,Channel,Foe,This moves always inflicts 1 damage.,"The Pokemon attacks with a small destructive shock that can go through armor, thick hide, or walls to deal some damage."
Spike Cannon,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,Ranged. Successive Actions.,The Pokemon shoots a wave of pointy projectiles at the foe.
Spit Up,normal,Special,4,Special,,Dexterity,Channel,Foe,"Must have used the move ""Stockpile"" prior to this move, otherwise it will fail. Lose all Stockpile modifiers.","After storing power, the Pokemon spits that energy at the foe. The user returns to its original size."
Splash,normal,Support,0,,,Dexterity,Brawl,User,-,"The user just flops splashing some water, this has no effect at all..."
Spotlight,normal,Support,0,,,Cool,Perform,One Ally,Priority 3. Foes will target One Ally this turn.,"The user points a focused light onto one of its allies as if it were on a stage, the ally can't help but catch everyone's attention into itself."
Stockpile,normal,Support,0,,,Insight,Nature,User,Increase the User's Defense and Sp. Defense.,"The Pokemon swells up by storing power with its mouth, this makes the user a little more resistant to damage."
Stomp,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Flinch the foe.,"The Pokemon steps and stomps the foe, the weight may leave the target squashed on the floor."
Strength,normal,Physical,3,Strength,,Strength,Brawl,Foe,"Outside of battle, using this move allows the Pokemon to lift double the normal weight it should be able to.",The Pokemon strains its muscles to go beyond their own limits.
Stuff Cheeks,normal,Support,0,,,Clever,Nature,User,"User eats its held Berry and gains its effects, afterwards, Increase user's Defense by 2.",The Pokemon munches its berry but keeps part of it on its cheeks. Looks adorable but it is actually a survival tactic to survive harsh winters.
Substitute,normal,Support,0,,,Dexterity,Stealth,User,"Deal 2 Damage to the user and put a decoy with 2 HP with the same Defenses as the user. If the decoy's HP is depleted, it disappears and the user comes back into the fight. Decoy can only be affected by damaging moves.","The Pokemon dissapears in a poof of smoke. When the smoke vanishes, an object identical to the user remains in its place to shield it from harm. It looks amazingly real."
Super Fang,normal,Physical,0,,,Dexterity,Brawl,Foe,Damage Roll is Half of the Foe's remaining HP (up to 10) rounded down. If the remaining HP of the foe is 1 this move fails. Ignore the foe's Defenses. -1 Accuracy.,The Pokemon jumps at the foe to crush it with an awful bite.
Supersonic,normal,Support,0,,,Tough,Channel,Foe,Confuse the foe. -3 Accuracy.,The Pokemon emits a series of ultrasonic waves that make the foe dizzy and disoriented.
Swagger,normal,Support,0,,,Tough,Intimidate,Foe,Increase the foe's Strength by 2. Inflicts Confusion.,"The Pokemon enrages the foe with its arrogant demeanor, making it lose focus in battle."
Swallow,normal,Support,0,,,Vitality,Nature,User,"Must have used the move ""Stockpile"" prior to this Move, otherwise it will fail. If successful spend 1 Will point to activate. User restores 2 Health points. Loses the effects of stockpile. The Pokemon must rest an hour before using Swallow again.","The Pokemon swallows the energy she was storing to restore some damage, it recovers its normal size afterwards."
Sweet Scent,normal,Support,0,,,Special,Nature,All Foes,Those affected cannot evade moves performed by the user. Attracts wild Pokemon if used outside of battle.,The Pokemon releases an aroma that its enemies will love.
Swift,normal,Special,2,Special,,Dexterity,Channel,All Foes,Never Fail.,The user shoots a star shaped light beam that hits the target at blinding speed.
Swords Dance,normal,Support,0,,,Dexterity,Perform,User,Increase the User's Strength by 2.,The Pokemon makes a dance that raises its battle spirit.
Tackle,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,-,A basic attack that consists of charging at an enemy.
Tail Slap,normal,Physical,1,Strength,,Dexterity,Brawl,User,Successive Actions. -1 Accuracy.,The Pokemon slaps the foe's face with its strong tail.
Tail Whip,normal,Support,0,,,Cute,Perform,All Foes,Reduce the foe's Defense.,The Pokemon moves its tail in such a cute way that the foe will easily let its guard down.
Take Down,normal,Physical,3,Strength,,Dexterity,Brawl,Foe,Recoil. -2 Accuracy.,The Pokemon recklessly grapples the foe to smash it on the ground.
Tearful Look,normal,Support,0,,,Cute,Allure,Foe,Reduce Foe's Strength and Special.,"The Pokemon's eyes start watering as if it were about to cry, it's foe is moved by the tears and loses its will to fight."
Teatime,normal,Support,0,,,Insight,Etiquette,Area,Those affected eat their held berries without gaining their effects. Outside of battle will diffuse violent intentions for a few minutes,The Pokemon gathers everyone for a cup of delicious tea. Not eating a snack along with it would be a waste.
Techno Blast,normal,Special,5,Special,,Dexterity,Channel,Foe,"Lethal. If Genesect is performing this Move, this Move's type may change to: Fire, Ice, Water, or Electric depending on the Driver it has as Held Item.","A laser briefly beams away from the Pokemon, whatever it hits explodes a second later. This move can be modified with the right programming of a computer."
Teeter Dance,normal,Support,0,,,Dexterity,Perform,Area,Inflicts Confusion.,The user starts dancing around with wobbly movements. Friends and foes will get dizzy by trying to follow it.
Thrash,normal,Physical,5,Strength,,Strength,Brawl,Random Foe,Rampage.,The Pokemon rampages and starts to attack and destroy everything on its path.
Tickle,normal,Support,0,,,Dexterity,Brawl,Foe,Reduce the foe's Strength and Defense.,The Pokemon tickles the foe. The laughter really disturbs the foe's fighting stance.
Transform,normal,Support,0,,,Will,Channel,User,"The user transforms into a copy of its target with same Ability, Attributes, Trait Modifiers, and Moves. Being inside a Pokeball breaks the Transformation.",The user modifies its own DNA structure to become an identical clone of any Pokemon or object it can see.
Tri Attack,normal,Special,3,Special,,Dexterity,Channel,Foe,Roll 2 Chance Dice to Paralyze the foe. Roll 2 Chance Dice to Burn the foe. Roll 2 Chance Dice to Freeze the Foe.,The user shoots three beams. Each one is charged with a different kind of energy.
Trump Card,normal,Special,2,Special,,Will,Channel,Foe,If User's Will is half spent add 1 Dice to the Damage Roll. If the User's Will is depleted add +8 to the Damage Pool.,"The more exhausted the user is, the stronger this attack will become. When the Pokemon is at the last of its strength this move can be devastating."
Uproar,normal,Special,3,Special,,Dexterity,Channel,Random Foe,"For the rest of the Round, no Pokemon can fall asleep. If a Pokemon was asleep it wakes up. Sound Based Move.",The Pokemon shouts and screams and squaks so hard the noise really hurts the ears. Nobody could get a full night of sleep with all that ruckus.
Veevee Volley,normal,Physical,0,Strength,Happiness,Dexterity,Brawl,Foe,"Add 1 Die to the Damage Roll for every point of Happiness on the User. If the user of this Move is at its Final Stage of Evolution, this move fails.","Long sessions playing Volley ball with your Pokemon make it very happy. During battle, it just replaces the ball with its foe."
Vice Grip,normal,Physical,2,Strength,,Dexterity,Brawl,Foe,-,The Pokemon traps the foe with its pincers or jaws and applies pressure that will leave a nasty bruise.
Weather Ball,normal,Special,2,Special,,Dexterity,Nature,Foe,"If the battlefield is under a Weather, add +2 to the Damage Roll and change the Type of the Move accordingly: Sun-Fire. Rain-Water. Hail-Ice. Sandstorm-Rock. Wind-Flying.",The user creates a ball of energy that will use the climate around it to grow in size and power.
Whirlwind,normal,Support,0,,,Dexterity,Nature,Foe,"Low Priority 6. In the wild the battle ends. In an official fight, the Pokemon switches out. If it's the last or only Pokemon the move fails. Switcher Move.",The Pokemon creates a powerful wind current that swirls the enemy around and sends it flying away.
Wish,normal,Support,0,,,Will,Channel,User,Basic Heal. If successful spend 1 Will point to activate. The move has its effect at the beginning of the next round.,The Pokemon makes a wish with all its might and somehow it becomes true.
Work Up,normal,Support,0,,,Strength,Athletic,User,Increase the User's Strength and Special.,The Pokemon excercises with vigor to be physically and mentally prepared for battle.
Wrap,normal,Physical,1,Strength,,Dexterity,Brawl,Foe,Blocks. Roll 2 Dice of Damage against the foe at the end of each Round. Lasts 4 Rounds. -1 Accuracy.,"The Pokemon traps its foe with its body or vines, causing some damage."
Wring Out,normal,Physical,5,Strength,,Strength,Brawl,Foe,Remove 1 Dice from the Damage Roll for every missing HP of the Target. Up to 4 dice may be removed this way.,"The Pokemon literally squeezes the life out of its target. As life is fading, squeezing will be harder."
Yawn,normal,Support,0,,,Special,Channel,Foe,"If the target is not removed from battle by the start of its next Round, it will fall asleep.",The user lets out an infectious yawn that will make anyone drowsy enough to fall asleep pretty soon.
Acid,poison,Special,2,Special,,Dexterity,Channel,All Foes,Roll 1 Chance Dice to Reduce Sp. Defense of those affected.,"The Pokemon showers its foes with a corrosive acid, the burning sensation may leave an opening for other attacks."
Acid Armor,poison,Support,0,,,Special,Nature,User,Increase the User's Defense by 2.,A liquid acid substance seeps through this Pokemon's body turning it into a liquid-like state. The acid deters foes from touching this Pokemon at full force.
Acid Spray,poison,Special,2,Special,,Dexterity,Channel,Foe,Reduce the foe's Special by 2.,"The user spits a corrosive substance, the burning sensation doesn't allow it to focus on attacking."
Baneful Bunker,poison,Support,0,,,Vitality,Nature,User,"Priority 4. Shield. If the foe attacked using a Physical Move, it is now Poisoned. Reduce 3 Dice from the Foe's Damage Pool.","The user encloses itself inside its sturdy shell, which is covered by poisonous barbs. If a barb pinches the foe's skin the wound will start to fester."
Belch,poison,Special,5,Special,,Special,Channel,Foe,The user must eat something before using this Move. -1 Accuracy.,The user lets out a horrible belch on the target. The air contains toxins that deal a terrible damage.
Clear Smog,poison,Special,2,Special,,Dexterity,Channel,Foe,Never Fail. Reset all Increased or Reduced Attributes and Traits of the foe.,"The user sucks all gases to clear away all impurities. The target is left heeling hurt, but light headed."
Coil,poison,Support,0,,,Tough,Intimidate,User,"Increase the User's Strength, Defense, and Accuracy.",The Pokemon curls up its body. In a calm but menacing position it prepares to deliver its strike.
Cross Poison,poison,Physical,3,Strength,,Dexterity,Brawl,Foe,High Critical. Roll 1 Chance Dice to Poison the foe.,The Pokemon drenches poison into its pincers to slash the enemy in a brutal way.
Gastro Acid,poison,Support,0,,,Special,Channel,Foe,"Until the end of the Scene, eliminate any effect the foe's Ability would do.","The user spits some of its own gastric juices, the acid prevents the foe from using its special abilities."
Gunk Shot,poison,Physical,5,Strength,,Strength,Brawl,Foe,Ranged. Roll 3 Chance Dice to Poison the Foe. -2 Accuracy.,The Pokemon shoots a stream of corrosive sludge made with the most toxic substances it can produce. Just inhaling the scent can make you feel very sick.
Poison Fang,poison,Physical,2,Strength,,Dexterity,Brawl,Foe,Roll 5 Chance Dice to Badly Poison the Foe.,The Pokemon bites the foe and injects its poison directly through its fangs. After that it just waits for the poison to slowly take care of its foe.
Poison Gas,poison,Support,0,,,Special,Channel,All Foes,Poison those affected. -1 Accuracy.,"The Pokemon releases a big cloud of toxic gas, anyone who takes a breath will start coughing violently. They should seek a doctor immediately."
Poison Jab,poison,Physical,3,Strength,,Dexterity,Brawl,Foe,Roll 3 Chance Dice to Poison the Foe.,The Pokemon stabs its foe with a sting or tentacle drenched with venom.
Poison Powder,poison,Support,0,,,Special,Channel,Foe,Poison the Foe. -2 Accuracy.,The user scatters a small cloud of venomous dust that immediately causes coughing and fever.
